"REGION","Region","LOCATION","Country","VAR","Variables","TIME","Time","Value","Flag Codes","Flags"
"REG1_5","All regions","VEN","Venezuela","RAPFR","Access to productive and financial assets","2023","2023",23.9,,
"REG1_5","All regions","VEN","Venezuela","RCL","Restricted civil liberties","2023","2023",4.6,,
"REG1_3","Asia","VNM","Viet Nam","SIGI","SIGI 2023","2023","2023",24.5,,
"REG1_3","Asia","VNM","Viet Nam","DF","Discrimination in the family","2023","2023",38.3,,
"REG1_3","Asia","VNM","Viet Nam","RPI","Restricted physical integrity","2023","2023",37.6,,
"REG1_3","Asia","VNM","Viet Nam","RAPFR","Access to productive and financial assets","2023","2023",7.7,,
"REG1_3","Asia","VNM","Viet Nam","RCL","Restricted civil liberties","2023","2023",10.1,,
"REG1_5","All regions","VNM","Viet Nam","SIGI","SIGI 2023","2023","2023",24.5,,
"REG1_5","All regions","VNM","Viet Nam","DF","Discrimination in the family","2023","2023",38.3,,
"REG1_5","All regions","VNM","Viet Nam","RPI","Restricted physical integrity","2023","2023",37.6,,
"REG1_5","All regions","VNM","Viet Nam","RAPFR","Access to productive and financial assets","2023","2023",7.7,,
"REG1_5","All regions","VNM","Viet Nam","RCL","Restricted civil liberties","2023","2023",10.1,,
"REG1_3","Asia","YEM","Yemen","DF","Discrimination in the family","2023","2023",89.7,,
"REG1_3","Asia","YEM","Yemen","RAPFR","Access to productive and financial assets","2023","2023",54.2,,
"REG1_3","Asia","YEM","Yemen","RCL","Restricted civil liberties","2023","2023",71.4,,
"REG1_5","All regions","YEM","Yemen","DF","Discrimination in the family","2023","2023",89.7,,
"REG1_5","All regions","YEM","Yemen","RAPFR","Access to productive and financial assets","2023","2023",54.2,,
"REG1_5","All regions","YEM","Yemen","RCL","Restricted civil liberties","2023","2023",71.4,,
"REG1_1","Africa","ZMB","Zambia","SIGI","SIGI 2023","2023","2023",31.1,,
"REG1_1","Africa","ZMB","Zambia","DF","Discrimination in the family","2023","2023",34,,
"REG1_1","Africa","ZMB","Zambia","RPI","Restricted physical integrity","2023","2023",31,,
"REG1_1","Africa","ZMB","Zambia","RAPFR","Access to productive and financial assets","2023","2023",32.3,,
"REG1_1","Africa","ZMB","Zambia","RCL","Restricted civil liberties","2023","2023",27.1,,
"REG1_5","All regions","ZMB","Zambia","SIGI","SIGI 2023","2023","2023",31.1,,
"REG1_5","All regions","ZMB","Zambia","DF","Discrimination in the family","2023","2023",34,,
"REG1_5","All regions","ZMB","Zambia","RPI","Restricted physical integrity","2023","2023",31,,
"REG1_5","All regions","ZMB","Zambia","RAPFR","Access to productive and financial assets","2023","2023",32.3,,
"REG1_5","All regions","ZMB","Zambia","RCL","Restricted civil liberties","2023","2023",27.1,,
"REG1_1","Africa","ZWE","Zimbabwe","SIGI","SIGI 2023","2023","2023",19.3,,
"REG1_1","Africa","ZWE","Zimbabwe","DF","Discrimination in the family","2023","2023",18.8,,
"REG1_1","Africa","ZWE","Zimbabwe","RPI","Restricted physical integrity","2023","2023",19.8,,
"REG1_1","Africa","ZWE","Zimbabwe","RAPFR","Access to productive and financial assets","2023","2023",29.4,,
"REG1_1","Africa","ZWE","Zimbabwe","RCL","Restricted civil liberties","2023","2023",8.1,,
"REG1_5","All regions","ZWE","Zimbabwe","SIGI","SIGI 2023","2023","2023",19.3,,
"REG1_5","All regions","ZWE","Zimbabwe","DF","Discrimination in the family","2023","2023",18.8,,
"REG1_5","All regions","ZWE","Zimbabwe","RPI","Restricted physical integrity","2023","2023",19.8,,
"REG1_5","All regions","ZWE","Zimbabwe","RAPFR","Access to productive and financial assets","2023","2023",29.4,,
"REG1_5","All regions","ZWE","Zimbabwe","RCL","Restricted civil liberties","2023","2023",8.1,,
"REG1_4","Europe","SRB","Serbia","SIGI","SIGI 2023","2023","2023",14.7,,
"REG1_4","Europe","SRB","Serbia","DF","Discrimination in the family","2023","2023",20.5,,
"REG1_4","Europe","SRB","Serbia","RPI","Restricted physical integrity","2023","2023",12.7,,
"REG1_4","Europe","SRB","Serbia","RAPFR","Access to productive and financial assets","2023","2023",12,,
"REG1_4","Europe","SRB","Serbia","RCL","Restricted civil liberties","2023","2023",13.3,,
"REG1_5","All regions","SRB","Serbia","SIGI","SIGI 2023","2023","2023",14.7,,
"REG1_5","All regions","SRB","Serbia","DF","Discrimination in the family","2023","2023",20.5,,
"REG1_5","All regions","SRB","Serbia","RPI","Restricted physical integrity","2023","2023",12.7,,
"REG1_5","All regions","SRB","Serbia","RAPFR","Access to productive and financial assets","2023","2023",12,,
"REG1_5","All regions","SRB","Serbia","RCL","Restricted civil liberties","2023","2023",13.3,,
"REG1_4","Europe","MNE","Montenegro","SIGI","SIGI 2023","2023","2023",13,,
"REG1_4","Europe","MNE","Montenegro","DF","Discrimination in the family","2023","2023",14.3,,
"REG1_4","Europe","MNE","Montenegro","RPI","Restricted physical integrity","2023","2023",17.4,,
"REG1_4","Europe","MNE","Montenegro","RAPFR","Access to productive and financial assets","2023","2023",5.2,,
"REG1_4","Europe","MNE","Montenegro","RCL","Restricted civil liberties","2023","2023",14.6,,
"REG1_5","All regions","MNE","Montenegro","SIGI","SIGI 2023","2023","2023",13,,
"REG1_5","All regions","MNE","Montenegro","DF","Discrimination in the family","2023","2023",14.3,,
"REG1_5","All regions","MNE","Montenegro","RPI","Restricted physical integrity","2023","2023",17.4,,
"REG1_5","All regions","MNE","Montenegro","RAPFR","Access to productive and financial assets","2023","2023",5.2,,
"REG1_5","All regions","MNE","Montenegro","RCL","Restricted civil liberties","2023","2023",14.6,,
"REG1_1","Africa","SSD","South Sudan ","SIGI","SIGI 2023","2023","2023",38,,
"REG1_1","Africa","SSD","South Sudan ","DF","Discrimination in the family","2023","2023",60.5,,
"REG1_1","Africa","SSD","South Sudan ","RPI","Restricted physical integrity","2023","2023",37.6,,
"REG1_1","Africa","SSD","South Sudan ","RAPFR","Access to productive and financial assets","2023","2023",31.4,,
"REG1_1","Africa","SSD","South Sudan ","RCL","Restricted civil liberties","2023","2023",17.8,,
"REG1_5","All regions","SSD","South Sudan ","SIGI","SIGI 2023","2023","2023",38,,
"REG1_5","All regions","SSD","South Sudan ","DF","Discrimination in the family","2023","2023",60.5,,
"REG1_5","All regions","SSD","South Sudan ","RPI","Restricted physical integrity","2023","2023",37.6,,
"REG1_5","All regions","SSD","South Sudan ","RAPFR","Access to productive and financial assets","2023","2023",31.4,,
"REG1_5","All regions","SSD","South Sudan ","RCL","Restricted civil liberties","2023","2023",17.8,,
"REG1_4","Europe","XKV","Kosovo","SIGI","SIGI 2023","2023","2023",20.8,,
"REG1_4","Europe","XKV","Kosovo","DF","Discrimination in the family","2023","2023",20.5,,
"REG1_4","Europe","XKV","Kosovo","RPI","Restricted physical integrity","2023","2023",15.6,,
"REG1_4","Europe","XKV","Kosovo","RAPFR","Access to productive and financial assets","2023","2023",33.5,,
"REG1_4","Europe","XKV","Kosovo","RCL","Restricted civil liberties","2023","2023",12.3,,
"REG1_5","All regions","XKV","Kosovo","SIGI","SIGI 2023","2023","2023",20.8,,
"REG1_5","All regions","XKV","Kosovo","DF","Discrimination in the family","2023","2023",20.5,,
"REG1_5","All regions","XKV","Kosovo","RPI","Restricted physical integrity","2023","2023",15.6,,
"REG1_5","All regions","XKV","Kosovo","RAPFR","Access to productive and financial assets","2023","2023",33.5,,
"REG1_5","All regions","XKV","Kosovo","RCL","Restricted civil liberties","2023","2023",12.3,,
"REG1_5","All regions","WORLD","World","SIGI","SIGI 2023","2023","2023",29.1,,
"REG1_5","All regions","WORLD","World","DF","Discrimination in the family","2023","2023",37.6,,
"REG1_5","All regions","WORLD","World","RPI","Restricted physical integrity","2023","2023",27.2,,
"REG1_5","All regions","WORLD","World","RAPFR","Access to productive and financial assets","2023","2023",27.4,,
"REG1_5","All regions","WORLD","World","RCL","Restricted civil liberties","2023","2023",26.7,,
"REG1_5","All regions","OECD_1","OECD","SIGI","SIGI 2023","2023","2023",15.3,,
"REG1_5","All regions","OECD_1","OECD","DF","Discrimination in the family","2023","2023",13.6,,
"REG1_5","All regions","OECD_1","OECD","RPI","Restricted physical integrity","2023","2023",18.5,,
"REG1_5","All regions","OECD_1","OECD","RAPFR","Access to productive and financial assets","2023","2023",12.7,,
"REG1_5","All regions","OECD_1","OECD","RCL","Restricted civil liberties","2023","2023",15.1,,
"REG1_5","All regions","G20_1","G20","SIGI","SIGI 2023","2023","2023",23.5,,
"REG1_5","All regions","G20_1","G20","DF","Discrimination in the family","2023","2023",27.2,,
"REG1_5","All regions","G20_1","G20","RPI","Restricted physical integrity","2023","2023",25.2,,
"REG1_5","All regions","G20_1","G20","RAPFR","Access to productive and financial assets","2023","2023",21.2,,
"REG1_5","All regions","G20_1","G20","RCL","Restricted civil liberties","2023","2023",18.5,,
"REG1_5","All regions","G7_1","G7","SIGI","SIGI 2023","2023","2023",16.2,,
"REG1_5","All regions","G7_1","G7","DF","Discrimination in the family","2023","2023",15.4,,
"REG1_5","All regions","G7_1","G7","RPI","Restricted physical integrity","2023","2023",21.1,,
"REG1_5","All regions","G7_1","G7","RAPFR","Access to productive and financial assets","2023","2023",13.1,,
"REG1_5","All regions","G7_1","G7","RCL","Restricted civil liberties","2023","2023",14.4,,
"REG1_5","All regions","EU_1","European Union","SIGI","SIGI 2023","2023","2023",13.4,,
"REG1_5","All regions","EU_1","European Union","DF","Discrimination in the family","2023","2023",12.1,,
"REG1_5","All regions","EU_1","European Union","RPI","Restricted physical integrity","2023","2023",18.6,,
"REG1_5","All regions","EU_1","European Union","RAPFR","Access to productive and financial assets","2023","2023",7.6,,
"REG1_5","All regions","EU_1","European Union","RCL","Restricted civil liberties","2023","2023",15.7,,
"REG1_5","All regions","REG1_1","Africa","SIGI","SIGI 2023","2023","2023",39.9,,
"REG1_5","All regions","REG1_1","Africa","DF","Discrimination in the family","2023","2023",52.4,,
"REG1_5","All regions","REG1_1","Africa","RPI","Restricted physical integrity","2023","2023",29.4,,
"REG1_5","All regions","REG1_1","Africa","RAPFR","Access to productive and financial assets","2023","2023",39.8,,
"REG1_5","All regions","REG1_1","Africa","RCL","Restricted civil liberties","2023","2023",33.3,,
"REG1_5","All regions","REG1_2","Americas","SIGI","SIGI 2023","2023","2023",20.9,,
"REG1_5","All regions","REG1_2","Americas","DF","Discrimination in the family","2023","2023",21.3,,
"REG1_5","All regions","REG1_2","Americas","RPI","Restricted physical integrity","2023","2023",25.8,,
"REG1_5","All regions","REG1_2","Americas","RAPFR","Access to productive and financial assets","2023","2023",22.4,,
"REG1_5","All regions","REG1_2","Americas","RCL","Restricted civil liberties","2023","2023",16.2,,
"REG1_5","All regions","REG1_3","Asia","SIGI","SIGI 2023","2023","2023",37,,
"REG1_5","All regions","REG1_3","Asia","DF","Discrimination in the family","2023","2023",50.4,,
"REG1_5","All regions","REG1_3","Asia","RPI","Restricted physical integrity","2023","2023",33.4,,
"REG1_5","All regions","REG1_3","Asia","RAPFR","Access to productive and financial assets","2023","2023",31.7,,
"REG1_5","All regions","REG1_3","Asia","RCL","Restricted civil liberties","2023","2023",36.5,,
"REG1_5","All regions","REG1_4","Europe","SIGI","SIGI 2023","2023","2023",13.8,,
"REG1_5","All regions","REG1_4","Europe","DF","Discrimination in the family","2023","2023",12.2,,
"REG1_5","All regions","REG1_4","Europe","RPI","Restricted physical integrity","2023","2023",17.8,,
"REG1_5","All regions","REG1_4","Europe","RAPFR","Access to productive and financial assets","2023","2023",10,,
"REG1_5","All regions","REG1_4","Europe","RCL","Restricted civil liberties","2023","2023",14.6,,
"REG1_1","Africa","REG1_1","Africa","SIGI","SIGI 2023","2023","2023",39.9,,
"REG1_1","Africa","REG1_1","Africa","DF","Discrimination in the family","2023","2023",52.4,,
"REG1_1","Africa","REG1_1","Africa","RPI","Restricted physical integrity","2023","2023",29.4,,
"REG1_1","Africa","REG1_1","Africa","RAPFR","Access to productive and financial assets","2023","2023",39.8,,
"REG1_1","Africa","REG1_1","Africa","RCL","Restricted civil liberties","2023","2023",33.3,,
"REG1_3","Asia","REG1_3","Asia","SIGI","SIGI 2023","2023","2023",37,,
"REG1_3","Asia","REG1_3","Asia","DF","Discrimination in the family","2023","2023",50.4,,
"REG1_3","Asia","REG1_3","Asia","RPI","Restricted physical integrity","2023","2023",33.4,,
"REG1_3","Asia","REG1_3","Asia","RAPFR","Access to productive and financial assets","2023","2023",31.7,,
"REG1_3","Asia","REG1_3","Asia","RCL","Restricted civil liberties","2023","2023",36.5,,
"REG1_4","Europe","REG1_4","Europe","SIGI","SIGI 2023","2023","2023",13.8,,
"REG1_4","Europe","REG1_4","Europe","DF","Discrimination in the family","2023","2023",12.2,,
"REG1_4","Europe","REG1_4","Europe","RPI","Restricted physical integrity","2023","2023",17.8,,
"REG1_4","Europe","REG1_4","Europe","RAPFR","Access to productive and financial assets","2023","2023",10,,
"REG1_4","Europe","REG1_4","Europe","RCL","Restricted civil liberties","2023","2023",14.6,,
"REG1_2","Americas","REG1_2","Americas","SIGI","SIGI 2023","2023","2023",20.9,,
"REG1_2","Americas","REG1_2","Americas","DF","Discrimination in the family","2023","2023",21.3,,
"REG1_2","Americas","REG1_2","Americas","RPI","Restricted physical integrity","2023","2023",25.8,,
"REG1_2","Americas","REG1_2","Americas","RAPFR","Access to productive and financial assets","2023","2023",22.4,,
"REG1_2","Americas","REG1_2","Americas","RCL","Restricted civil liberties","2023","2023",16.2,,
